split	genre	dataset	year	sid	score	sentence1	sentence2	
tog	hovednyheter	flinke nyheter	2014	135	03.aug	det vietnamske nyhetsbyrået rapporterte at departementet for offentlig sikkerhet uttalte at utlendinger involvert i narkotikasmuglingssaker i vietnam for det meste kom fra laos, Kambodsja, australia, Kina, USA og taiwan.	det vietnamske nyhetsbyrået rapporterte at departementet for offentlig sikkerhet uttalte at politiet innrømmet at narkotikasmugling til vietnam øker, men tiltak for å forhindre og stoppe narkotikasmuglingen langs grensene forble begrenset.	
tog	hovednyheter	flinke nyheter	2014	136	5	 teamleder for saferworld for overføringskontroller og håndvåpen roy isbister uttalte at eu-embargoen forbyr direkte eller indirekte levering av militært utstyr til bruk i myanmar.	teamleder for saferworld for overføringskontroller og håndvåpen roy isbister uttalte at -- eu-embargoen sier eksplisitt at ikke militært utstyr skal leveres verken direkte eller indirekte for bruk i myanmar.	
tog	hovednyheter	flinke nyheter	2014	137	03.feb	 USA og andre NATO-medlemmer har nektet å ratifisere den endrede traktaten.	USA og andre NATO-medlemmer har nektet å ratifisere oppdateringene jfr.	
tog	hovednyheter	flinke nyheter	2014	138	03.aug	 cfe begrenser bruken av væpnede styrker og tunge våpen og foreskriver tiltak rettet mot tillitsskapende, åpenhet og samarbeid mellom medlemslandene.	traktaten begrenser utplassering av stridsvogner og tropper i NATO og tidligere påske-europeiske Warszawa-paktland og etablerer tillitsskapende, åpenhet og samarbeidstiltak mellom medlemmene	
tog	hovednyheter	flinke nyheter	2014	139	1	 bulgaria ligger på den sørøstlige delen av Balkanhalvøya.	narkotikasmugling er utbredt i den sørøstlige delen av Balkanhalvøya.	
tog	hovednyheter	flinke nyheter	2014	140	4	 elbaradei uttalte at dette er siste sjanse til å bygge sikkerhet i Midtøsten basert på tillit og samarbeid og ikke på besittelse av atomvåpen.	dette er siste sjanse til å bygge sikkerhet i Midtøsten basert på tillit og samarbeid snarere enn på besittelse av atomvåpen.	
tog	hovednyheter	flinke nyheter	2014	141	02.feb	den iranske regjeringen har avvist påstandene i etterretningen som ble presentert for det internasjonale atomenergibyråets styre som grunnløse og etterretningen som ble brukt til å støtte påstandene som falske.	det internasjonale atomenergibyrået insisterer på at den iranske regjeringens enkle benektelser av etterretningen presentert for det internasjonale atomenergibyråets styre ikke er gode nok til å dempe vestlige lands mistanker.	
tog	hovednyheter	flinke nyheter	2014	142	03.feb	 cfe-traktaten ble opprettet i 1990.	godbiten ble opprinnelig signert i 1990.	
tog	hovednyheter	flinke nyheter	2014	143	4	 traktaten om konvensjonelle styrker i europa anses som en sentral våpenkontrolltraktat.	traktaten om konvensjonelle styrker i europa var en sentral våpenkontrolltraktat fra sovjettiden.	
tog	hovednyheter	flinke nyheter	2014	144	03.aug	 Nicaragua feiret 25-årsjubileet for den sandinistiske revolusjonen som veltet diktaturet til anastasio somoza, men innførte et venstreorientert regime i cubansk stil.	nicaragua feiret 25-årsjubileet for sandinistrevolusjonen.	
tog	hovednyheter	flinke nyheter	2014	145	02.jun	13 kurdere fra Tyrkia ble arrestert i nærheten av Paris, mistenkt for hvitvasking for kurdistans arbeiderparti (pkk).	10 kurdere er under etterforskning i Frankrike, mistenkt for hvitvasking av penger for en terrororganisasjon kjent som kurdistans arbeiderparti (pkk).	
tog	hovednyheter	flinke nyheter	2014	146	03.apr	 møtene varte i 2 dager.	OSCE-møtet varte i to dager.	
tog	hovednyheter	flinke nyheter	2014	147	01.apr	 landsbyboerne involverer seg utilsiktet i narkotikasmugling.	105 innsatte soner straffer for narkotikasmugling.	
tog	hovednyheter	flinke nyheter	2014	148	03.feb	 den russiske regjeringen er sterkt imot at vi planlegger å installere antimissilforsvar i europa og avviser oss påstander om at avskjærerne er nødvendige for å forsvare seg mot trusler fra iran.	etter samtaler ved Natos hovedkvarter gjentok Balujevskij Russlands motstand mot at vi planlegger å installere antimissilforsvar i europa og avfeide oss påstander om at avskjærerne var nødvendige for å forsvare seg mot potensielle trusler fra iran.	
tog	hovednyheter	flinke nyheter	2014	149	5	hong kong universiteter samarbeider med universiteter, bedrifter og statlige sektorer i fastlands-Kina for å koordinere opplæringsprogrammer og forskningssentre for å fremme høyteknologisk forskning, kommersialisering og teknologioverføring.	hongkong-universiteter har samarbeidet med høyere utdanning, næringsliv og offentlige sektorer i Kina for å lede opplæringsprogrammer og forskningssentre for å fremme forskningskommersialisering og teknologioverføring.	
tog	hovednyheter	flinke nyheter	2014	150	1	 den kinesiske regjeringen ga aktivt samarbeid og bistand til organisasjonen for forbud mot kjemiske våpeninspeksjoner.	det ecuadorianske utenriksdepartementet sa i en uttalelse at delegater fra organisasjonen for forbud mot kjemiske våpen (opaq) også vil delta i møtet.	
tog	hovednyheter	flinke nyheter	2014	151	5	 den meksikanske regjeringen har vedtatt en rekke tiltak mot narkotikasmugling og organisert kriminalitet i Mexico siden 2006.	siden 2006 har mexico vedtatt en rekke tiltak mot narkotikasmugling og organisert kriminalitet.	
tog	hovednyheter	flinke nyheter	2014	152	5	 uttalelsen spesifiserte ikke mengden stridshoder missilet er i stand til å bære.	uttalelsen spesifiserte ikke hvor mange stridshoder missilet kan bære.	
tog	hovednyheter	flinke nyheter	2014	153	04.feb	 det er en alvorlig trussel mot internasjonal sikkerhet.	det utgjør en stor trussel mot global sikkerhet.	
tog	hovednyheter	flinke nyheter	2014	154	02.apr	 nicaragua feiret 25-årsjubileet for sandinistrevolusjonen.	Nicaragua har ikke forenet hvordan man skal nærme seg årsdagen for sandinistrevolusjonen.	
tog	hovednyheter	flinke nyheter	2014	155	04.feb	 Russlands president vladimir Putin uttaler at beslutningen om å stanse implementeringen av traktaten om konvensjonelle styrker i Europa er et svar på våre planer om å etablere missilforsvarsanlegg i Øst-Europa og på NATOs manglende ratifisering av en endret versjon av traktaten.	Russlands president vladimir Putin uttaler at avgjørelsen er et svar på våre planer om å etablere missilforsvarsanlegg i Øst-Europa og på NATOs unnlatelse av å ratifisere en endret versjon av traktaten.	
tog	hovednyheter	flinke nyheter	2014	156	02.jun	Det nederlandske nasjonale forskningsinstituttet tno gjennomførte kjemiske våpeneksperimenter for det nederlandske forsvarsdepartementet i løpet av 1950-årene.	en hp/detijd-journalist fikk vite om tnos kjemiske våpeneksperimenter fra forsvarsdepartementets arkiver.	
tog	hovednyheter	flinke nyheter	2014	157	03.apr	 en rapport utstedt av sikkerhetsprogramvareleverandøren mcafee inc., sa regjeringstilknyttede hackere i Kina er i forkant av en bryggende kald cyberkrig.	regjeringstilknyttede hackere i Kina er i spissen for en gryende kald cyberkrig.	
tog	hovednyheter	flinke nyheter	2014	158	03.jun	 traktaten begrenser antall fly, stridsvogner og andre ikke-atomvåpen tunge våpen rundt om i Europa og ble første gang undertegnet i 1990.	traktaten begrenser antall fly, stridsvogner og andre ikke-atomvåpen tunge våpen rundt om i Europa.	
tog	hovednyheter	flinke nyheter	2014	159	01.aug	 mange av angrepene oppsto i utlandet.	Estiske tjenestemenn uttalte at angrepene hadde sin opprinnelse i Russland.	
tog	hovednyheter	flinke nyheter	2014	160	01.apr	 Politiet arresterte 2 mistenkte for handel med narkotika fra Honduras.	bulgarsk politi arresterer lederen av narkotikasmuglingsgruppen.	
tog	hovednyheter	flinke nyheter	2014	161	03.jun	hvis japan går opp til anledningen, vil japan aldri bli slått selv når det gjelder militær makt.	ozawa sa at hvis japan hever seg til anledningen, vil japan aldri bli slått selv når det gjelder militær makt.	
tog	hovednyheter	flinke nyheter	2014	162	4	 egypt og jordan har signert den nukleære ikke-spredningsavtalen og har lenge bedt om et Midtøsten fritt for masseødeleggelsesvåpen.	Syria har signert den nukleære ikke-spredningsavtalen og har tillatt byråets eksperter å inspisere det eneste kjente kjernefysiske anlegget.	
tog	hovednyheter	flinke nyheter	2014	163	01.feb	 Russland deltar allerede i den europeiske romfartsorganisasjonen	Frankrike er ledende i den europeiske romfartsorganisasjonen.	
tog	hovednyheter	flinke nyheter	2014	164	3	 Myanmar er en militærstat.	Myanmar har en militærjunta.	
tog	hovednyheter	flinke nyheter	2014	165	01.aug	 det sto ikke om mennene hadde blitt hengt i fengsel.	dusinvis av slike kriminelle har blitt hengt offentlig.	
tog	hovednyheter	flinke nyheter	2014	166	03.feb	 amnesty internationals rapport ble utarbeidet av europeiske og internasjonale ikke-statlige organisasjoner som saferworld, som motsetter seg væpnet vold.	Amnesty International-rapporten ble utarbeidet av europeiske og internasjonale ikke-statlige fora.	
tog	hovednyheter	flinke nyheter	2014	167	04.feb	 en forskningsrapport fra institutt for offentlig politikk sa at det er 27 svake stater som utgjør en trussel mot Storbritannias nasjonale sikkerhet ettersom statene kan gi baser for terrorister.	rapporten sa at det er 27 svake stater som utgjør en trussel mot Storbritannias nasjonale sikkerhet ettersom statene kan gi baser for terrorister.	
tog	hovednyheter	flinke nyheter	2014	168	4	 den iranske regjeringen benektet anklagen og insisterer på at atomprogrammet kun er for fredelige formål.	Iran insisterer på at deres atomprogram er for fredelige formål	
tog	hovednyheter	flinke nyheter	2014	169	03.feb	 spredningssikkerhetsinitiativet krever stans og ransaking av skip som mistenkes for å bære masseødeleggelsesvåpen.	medlemmer av spredningssikkerhetsinitiativet vurderer måter å avskjære skip eller fly som mistenkes for å bære masseødeleggelsesvåpen.	
tog	hovednyheter	flinke nyheter	2014	170	03.apr	det internasjonale samfunnet bør modernisere og søke en rettferdig, rimelig og effektiv måte å styrke det nukleære ikke-spredningsregimet gjennom omfattende konsultasjoner.	det tredje forslaget var at land skulle gå videre med tiden og søke en rettferdig, rimelig og effektiv måte å styrke det nukleære ikke-spredningsregimet gjennom bred konsultasjon.	
tog	hovednyheter	flinke nyheter	2014	171	03.aug	 Amnesty International har publisert en rapport som sier at et indisk prosjekt for å selge angrepshelikoptre til Myanmar truer med en europeisk våpenembargo mot Myanmar.	Amnesty International-rapporten fikk tittelen indiske helikoptre for myanmar: å gjøre narr av eu-våpenembargoen?	
tog	hovednyheter	flinke nyheter	2014	172	02.apr	 naeem m. smuglet 10 kilo (22 pund) heroin.	de tiltalte smuglet mer enn 11 kilo (24 pund) heroin.	
tog	hovednyheter	flinke nyheter	2014	173	03.apr	 29 personer ble dømt av quang ninh folkets domstol for å ha deltatt i en narkoring som handlet heroin fra vietnam til Kina.	domstolens tjenestemann tran dao uttalte at de 12 personene var blant 29 personer som ble dømt av quang ninh folkets domstol for å ha deltatt i en narkoring som handlet heroin fra vietnam til Kina.	
tog	hovednyheter	flinke nyheter	2014	174	2	 advokaten til michael karras ved navn ss dhillon kunne ikke nås for kommentar.	havnemyndigheter i durban og politiets eksplosivinspektører kunne ikke nås for kommentarer.	
tog	hovednyheter	flinke nyheter	2014	175	03.feb	 landene er imot bevæpning av verdensrommet og et våpenkappløp i verdensrommet.	Kina understreket at motstand mot våpenutøvelse og et våpenkappløp i verdensrommet.	
tog	hovednyheter	flinke nyheter	2014	176	03.apr	 Frankrike, Belgia, Tyskland, Sverige, Italia og Storbritannia leverer deler og teknologi til det avanserte lette helikopteret (alh).	Frankrike, Belgia, Tyskland, Sverige, Italia og Storbritannia leverer deler og teknologi til det avanserte lette helikopteret som India planlegger å selge til myanmar.	
tog	hovednyheter	flinke nyheter	2014	177	03.feb	 ulovlig våpenhandel øker i kenya på grunn av lett tilgjengelighet og nabokonflikter.	ulovlig våpenhandel har økt i kenya og skapt bekymring for sikkerhet.	
tog	hovednyheter	flinke nyheter	2014	178	03.apr	 nr mohanty uttalte at det var signert en avtale mellom forsvarets forsknings- og utviklingsorganisasjon, hindustan aeronautics limited og det indiske luftvåpenet om å oppgradere Indias aldrende flåte av mig-27 m-fly.	mohanty uttalte at oppgraderingen vil bli gjort snart ettersom den nesten er ferdigstilt av forsvarets forsknings- og utviklingsorganisasjon, hindustan aeronautics limited og det indiske luftvåpenet.	
tog	hovednyheter	flinke nyheter	2014	179	04.jun	 elbaradei uttaler at en fredsavtale i Midtøsten bare kan oppnås parallelt med en sikkerhetsavtale basert på å utrydde alle masseødeleggelsesvåpen fra regionen.	elbaradei ble sitert på å si at en fredsavtale mellom Israel og dets arabiske naboer må oppnås parallelt med en sikkerhetsavtale basert på å utrydde alle masseødeleggelsesvåpen fra regionen.	
tog	hovednyheter	flinke nyheter	2014	180	01.jun	 narkotikasmuglere risikerer dødsstraff i henhold til tadsjikisk lov.	afghansk narkotikasmugler ble tatt i tadsjikistan.	
tog	hovednyheter	flinke nyheter	2014	181	5	 International Atomic Energy Association er FNs vakthund.	det internasjonale atomenergibyrået er FNs kjernefysiske vakthund.	
tog	hovednyheter	flinke nyheter	2014	182	04.aug	 wen uttaler at hovedformålet med Tysklandsbesøket er å fremme handel, økonomisk og teknologisk utveksling.	wen uttalte at formålet med hans besøk til Tyskland er å fremme handel, økonomisk og teknologisk utveksling.	
tog	hovednyheter	flinke nyheter	2014	183	01.feb	 amerikanske myndigheter vet ikke hvor langt Nord-Koreas atomvåpenprogram har kommet.	Hill er den amerikanske hovedforhandleren for Nord-Koreas atomvåpenprogram.	
tog	hovednyheter	flinke nyheter	2014	184	04.jun	 7 politimenn ble drept og 4 ble såret.	under sammenstøtet ble 7 syv politifolk drept og 4 alvorlig såret.	
tog	hovednyheter	flinke nyheter	2014	185	02.aug	 forsvarssjefer fra estland, latvia, litauen, tyskland, italia, spania og slovakia vil signere avtalen om å skaffe ansatte og midler til senteret.	Forsvarssjefer fra estland, latvia, litauen, tyskland, italia, spania og slovakia signerte avtalen.	
tog	hovednyheter	flinke nyheter	2014	186	03.apr	 lovforslaget som foreslår den nye loven som tillater bruk av romprogrammer for forsvar, ble allerede godkjent av underhuset til japansk regjering forrige uke.	lovforslaget for den nye loven ble allerede godkjent av den japanske regjeringens underhus forrige uke.	
tog	hovednyheter	flinke nyheter	2014	187	02.jun	 van der merwe dømte geiges til totalt 13 års fengsel.	van der merwe betinget geiges straff til 5 års fengsel.	
tog	hovednyheter	flinke nyheter	2014	188	01.aug	 zahedan er en by i sørøst	bam er en by i sørøst	
tog	hovednyheter	flinke nyheter	2014	189	04.apr	 president Putin uttalte at Russland ville ta mottiltak.	Putin advarte om at Russland ville ta gjengjeldelse.	
tog	hovednyheter	flinke nyheter	2014	190	4	 Kina har så langt motarbeidet USAs press på Kina for å stoppe og gjennomsøke nordkoreanske skip.	Kina har uttalt at USAs press på Kina for å stoppe og søke etter nordkoreanske skip kan utløse militære sammenstøt.	
tog	hovednyheter	flinke nyheter	2014	191	03.aug	Brasils minister for strategiske anliggender, roberto mangabeira unger, uttalte at Brasils nye nasjonale forsvarsplan krever å etablere partnerskap med land inkludert Russland og Frankrike for å bygge en toppmoderne våpenindustri.	Unger uttalte at Brasils nye nasjonale forsvarsplan krever å etablere partnerskap med land inkludert Russland og Frankrike for å bygge en toppmoderne våpenindustri.	
tog	hovednyheter	flinke nyheter	2014	192	01.jun	 den siktede vil bli siktet for internasjonal narkotikasmugling.	noen av de siktede vil også bli siktet for hvitvasking, skatteunndragelse og korrupsjon.	
tog	hovednyheter	flinke nyheter	2014	193	03.jun	 varianter av det avanserte lette helikopteret (alh) inneholder rakettkastere fra Belgia; raketter, våpen og motorer fra Frankrike; bremsesystemer fra Italia; drivstofftanker og girkasser fra Storbritannia; selvbeskyttelsesutstyr fra et svensk selskap og har mottatt avgjørende designutvikling og motorkontrollproduksjon fra tyske selskaper.	alhs arsenal inkluderer rakettutskytere fra belgiske raketter, våpen og motorer fra frankrike bremsesystemer fra drivstofftanker i Italia og girkasser fra britisk selvbeskyttelsesutstyr fra et svensk selskap.	
tog	hovednyheter	flinke nyheter	2014	194	03.jun	 Det indiske forsvarsdepartementet har økt utgiftene til forsvarskjøp.	Det indiske forsvarsdepartementet har økt forsvarsutgiftene til nye kjøp med 33 prosent.	
tog	hovednyheter	flinke nyheter	2014	195	0	 iaea-rapporten er begrenset.	drapsmennene slapp unna.	
tog	hovednyheter	flinke nyheter	2014	196	02.feb	 traktaten om konvensjonelle styrker i Europa ble signert av russiske og NATO-medlemmer i 1990.	traktaten om konvensjonelle styrker i Europa ble endret i 1999.	
tog	hovednyheter	flinke nyheter	2014	197	03.jun	 sheik doon salad ilmi sa at sivile tap som følge av mørtel- og rakettangrep over natten skjer hver dag.	sheik doon salad ilmi uttalte at sivile tap som følge av mørtel- og rakettangrep over natten legges inn på sykehuset nesten hver dag.	
tog	hovednyheter	flinke nyheter	2014	198	01.feb	 den sørafrikanske regjeringen opprettholder svært gode relasjoner med USAs regjering.	cfe er en av flere saker som negativt påvirker russias forhold til usa og europa.	
tog	hovednyheter	flinke nyheter	2014	199	04.feb	 atomvåpensystemer på et høyt beredskapsnivå øker risikoen for at disse våpnene blir brukt, inkludert utilsiktet med katastrofale konsekvenser.	resolusjonen sier at det høye beredskapsnivået øker risikoen for bruk av slike våpen og at utilsiktet eller utilsiktet bruk vil få katastrofale konsekvenser.	
tog	hovednyheter	flinke nyheter	2014	200	03.apr	 blix uttalte at det er viktig å øke innsatsen for å eliminere atomvåpen og masseødeleggelsesvåpen.	blix var på besøk i new zealand og sa at det er viktig at det gjøres større innsats for å eliminere atomvåpen og masseødeleggelsesvåpen.	
tog	hovednyheter	flinke nyheter	2014	201	0	 helmand-provinsen er verdens største produsent av opium.	areva-gruppen er verdens største atomingeniørfirma.	
tog	hovednyheter	flinke nyheter	2014	202	03.aug	 grenseregionen afghanistan-iran har vært åsted for hyppige sammenstøt mellom politi og narkotikasmuglere.	området nær byen mirjaveh har vært åsted for hyppige konflikter mellom iransk politi og narkotikasmuglere.	
tog	hovednyheter	flinke nyheter	2014	203	04.apr	 fysiker danilov ble dømt for å ha solgt hemmeligstemplet informasjon om romteknologi til Kina.	fysiker valentin danilov ble funnet skyldig i å ha solgt klassifisert informasjon om romteknologi til Kina.	
tog	hovednyheter	flinke nyheter	2014	204	03.apr	 Myanmar er verdens største produsent av ulovlig opium, men har begrensede økonomiske og tekniske ressurser for å få slutt på narkotikahandelen.	Myanmar er verdens største produsent av ulovlig opium i henhold til den siste antinarkotiske rapporten fra det amerikanske utenriksdepartementet.	
tog	hovednyheter	flinke nyheter	2014	205	3	 støttegruppen for bortførte håper parlamentet vil endre lovene snart.	støttegruppen for bortførte vil bruke undersøkelsen til å presse parlamentet til å vedta nye lover.	
tog	hovednyheter	flinke nyheter	2014	206	4	 santos uttalte colombiansk politi fant bevisene i 2 datamaskiner oppdaget med den drepte opprørslederen raul reyes.	francisco santos uttalte at colombiansk politi fant bevisene på to datamaskiner oppdaget med raul reyes.	
tog	hovednyheter	flinke nyheter	2014	207	0,8	do quy doan er en talsmann for det vietnamesiske kultur- og informasjonsdepartementet.	Grenell er talsmann for USAs misjon til De forente nasjoner.	
tog	hovednyheter	flinke nyheter	2014	208	4	 en talsmann for siemens i tyskland uttalte at heinrich von pierer uttalte at siemens begynte samtaler med interesserte kinesiske parter om et salg av plutonium-prosesseringsanlegget.	en talsmann for siemens i tyskland uttalte at heinrich von pierer uttalte at gerhard schroeder uttalte at gerhard schroeder i prinsippet ikke er imot salg av plutonium-prosesseringsanlegget.	
tog	hovednyheter	flinke nyheter	2014	209	5	 Vietnam har blant verdens strengeste narkotikalover.	vietnams narkotikalover er blant verdens strengeste lover.	
tog	hovednyheter	flinke nyheter	2014	210	1	 regjeringens initiativer for å avvæpne har vært ineffektive.	styringsinstitusjoner har vært ineffektive i lang tid i Somalia.	
tog	hovednyheter	flinke nyheter	2014	211	5	 Putin uttalte at den russiske regjeringen kunne trekke seg helt fra traktaten hvis vestlige nasjoner nekter å ratifisere den endrede traktaten.	Putin uttalte at Russland kunne forkaste traktaten helt hvis vestlige nasjoner nekter å ratifisere dens endrede versjon.	
tog	hovednyheter	flinke nyheter	2014	212	5	 Russland ratifiserte den endrede versjonen av traktaten.	Russland ratifiserte den endrede traktaten.	
tog	hovednyheter	flinke nyheter	2014	213	02.feb	 osce diskuterte den mulige utvidelsen av osceens oppdrag i kosovo.	osce diskuterte Kasakhstans bud om å holde oscepresidentskapet i 2009.	
tog	hovednyheter	flinke nyheter	2014	214	04.aug	 elbaradei er sjefen for det internasjonale atomenergibyrået.	mohammed elbarade er det internasjonale atomenergibyråets generaldirektør.	
tog	hovednyheter	flinke nyheter	2014	215	01.aug	 den nukleære ikke-spredningsavtalen er 37 år gammel.	den nukleære ikke-spredningsavtalen revideres hvert 5. år.	
tog	hovednyheter	flinke nyheter	2014	216	02.feb	 Det kinesiske utenriksdepartementets talskvinne jiang yu uttalte at cyberhacking er et globalt problem.	Det kinesiske utenriksdepartementets talsmann Qin-gjengen ble bedt om å svare på Cheneys tale om Kinas militære utvikling.	
tog	hovednyheter	flinke nyheter	2014	217	02.jun	 Anlegget skal bygges ved siden av et eksisterende anlegg og forventes å være i drift om 7 år.	Anlegget vil bli bygget ved siden av et eksisterende anlegg som også er levert av Kina og har vært i drift siden 1999.	
tog	hovednyheter	flinke nyheter	2014	218	04.apr	 cyberangrep anses som en økende trussel mot militære og sivile datanettverk.	nato anser cyberangrep som en økende trussel mot militære og sivile datanettverk.	
tog	hovednyheter	flinke nyheter	2014	219	01.feb	 Hvis India gir utenlandske militanter skylden, er det en del av propagandaen for å villede det internasjonale samfunnet.	abe oppfordret til mer selvsikker utenrikspolitikk for japan og det internasjonale samfunnet.	
tog	hovednyheter	flinke nyheter	2014	220	04.aug	 det riyadh-baserte naif arabiske akademiet for sikkerhetsvitenskap sa i en uttalelse at det kjører en to-ukers workshop for 50 antiterroreksperter.	i en uttalelse kunngjorde det naif arabiske akademiet for sikkerhetsvitenskap - det vil sponse en 2-ukers workshop for 50 antiterroreksperter.	
tog	hovednyheter	flinke nyheter	2014	221	03.aug	 88 prosent av det liberale demokratiske partiet støtter økonomiske sanksjoner.	80 prosent av det demokratiske opposisjonspartiet støtter økonomiske sanksjoner.	
tog	hovednyheter	flinke nyheter	2014	222	01.feb	 sharia er islamsk lov.	Iran er en islamsk republikk.	
tog	hovednyheter	flinke nyheter	2014	223	3	en rekke mistenkte islamske militanter med påståtte al-qaida-forbindelser har blitt arrestert i malaysia og singapore, og tjenestemenn uttalte at militantenes nettverk strekker seg til Indonesia.	mistenkte islamske militanter med påståtte al-qaida-forbindelser har blitt arrestert i Malaysia og Singapore.	
tog	hovednyheter	flinke nyheter	2014	224	04.jun	 i september 2007 signerte jordan en avtale med USA med sikte på å støtte den fredelige utviklingen av jordans begynnende atomprogram.	i september 2007 signerte USA en avtale med jordan med sikte på å støtte den fredelige utviklingen av jodrans nye atomprogram.	
tog	hovednyheter	flinke nyheter	2014	225	03.feb	 ifølge uttalelsen forsterker rs-24 det militære potensialet til de strategiske styrkene for å overvinne anti-missilforsvarssystemer.	ifølge uttalelsen er prototypen rs-24-raketten ulik topol-m ved at den er utstyrt med flere uavhengige målrettbare stridshoder for å overvelde forsvarssystemer.	
tog	hovednyheter	flinke nyheter	2014	226	0,2	 naeem m. ble hengt i zabol, sistan-baluchestan-provinsen.	zahedan er hovedstaden i provinsen sistan-baluchestan.	
tog	hovednyheter	flinke nyheter	2014	227	04.aug	 Iran ligger på en viktig narkotikarute mellom afghanistan og europa og de persiske gulfstatene.	Iran ligger på en viktig rute for narkotikasmugling mellom afghanistan og europa, samt de persiske gulfstatene.	
tog	hovednyheter	flinke nyheter	2014	228	0	 den vil bli arrangert av den australske regjeringen.	USAs planer har gjort den russiske regjeringen sint.	
tog	hovednyheter	flinke nyheter	2014	229	03.jun	 De 5 permanente medlemmene av FNs sikkerhetsråd er Storbritannia, Kina, Frankrike, Russland og USA.	p5+1-medlemmer er Storbritannia, Kina, Frankrike, Russland, Tyskland og USA.	
tog	hovednyheter	flinke nyheter	2014	230	04.feb	 i juli 2006 uttalte den jordanske statsministeren maaruf bakhit at raghdad hussein og familien levde under beskyttelse av kong abdullah ii.	jordanske statsminister maaruf bakhit sa i juli 2006 at raghdad hussein og hennes familie levde under beskyttelse av kong abdullah ii etter at irak utstedte sin	
tog	hovednyheter	flinke nyheter	2014	231	02.jun	en talsmann for siemens i tyskland uttalte til byrået france-presse at siemens var trygg på utfallet av samtalene om å selge plutonium-prosesseringsanlegget.	en talsmann for siemens i Tyskland avsto fra å kommentere det politiske aspektet ved salget av plutonium-prosesseringsanlegget.	
tog	hovednyheter	flinke nyheter	2014	232	03.aug	 cyberangrepet skjedde etter at den franske presidenten Sarkozys møte med dalai lama gjorde den kinesiske regjeringen sint.	cyberangrepet skjedde etter den franske presidenten nicolas sarkozys møte med den tibetanske åndelige lederen i eksil, dalai lama.	
tog	hovednyheter	flinke nyheter	2014	233	03.aug	 den sørafrikanske regjeringen innførte et forbud som forbyr rekruttering av personer i eller utenfor Sør-Afrika for leiesoldater eller utenlandsk militærhjelp.	sør-afrikas utenriksdepartement uttalte at sør-afrikas utenriksmilitære bistandslov forbyr rekruttering av personer i eller utenfor sør-afrika for leiesoldater eller utenlandsk militær bistand.	
tog	hovednyheter	flinke nyheter	2014	234	01.jun	ukraina har nesten alle nødvendige godkjenninger for å bli med i det europeiske romfartsorganisasjonens program.	Frankrike er ledende i den europeiske romfartsorganisasjonen.	
tog	hovednyheter	flinke nyheter	2014	235	03.feb	 den nordkoreanske regjeringen har advart den sørkoreanske regjeringen mot å delta i programmet for spredningssikkerhetsinitiativ.	den nordkoreanske regjeringen uttalte at hvis den sørkoreanske regjeringen deltar i spredningssikkerhetsinitiativet, ville det resultere i uspesifiserte katastrofale konsekvenser.	
tog	hovednyheter	flinke nyheter	2014	236	03.feb	 Kinas landbruksråd åpner et spesielt kontor med ansvar for overføringer av landbruksteknologi og forvaltning av immaterielle rettigheter og rådgivning for å forbedre utviklingen av Kinas kunnskapsbaserte landbruk og anvendelser av landbruksteknologi.	lee uttalte at coa har brukt de siste årene på å sette opp relevante mekanismer og utarbeide et sett med salgsfremmende tiltak for å styrke utviklingen av Kinas kunnskapsbaserte landbruk og anvendelser av landbruksteknologi.	
tog	hovednyheter	flinke nyheter	2014	237	3	Den iranske parlamentslederen gholam-ali haddad-adel besøkte Cuba.	avtalene ble signert under den iranske majlis (parlamentets) speaker gholam-ali haddad-adels besøk på cuba.	
tog	hovednyheter	flinke nyheter	2014	238	02.jun	 tibet mistenker den kinesiske regjeringen for å skape viruset for å spionere på tibetanske eksil og dalai lama.	Tibet mistenker den kinesiske regjeringen for å ha startet angrepet.	
tog	hovednyheter	flinke nyheter	2014	239	1	 kinesiske myndigheter var ikke umiddelbart tilgjengelig for kommentar.	godzhayev og godzhayevs advokater var ikke umiddelbart tilgjengelige for å kommentere.	
tog	hovednyheter	flinke nyheter	2014	240	0,4	 Den europeiske union og USA har frosset al-qadis eiendeler.	de vestlige regjeringene inkluderer USA og Frankrike.	
tog	hovednyheter	flinke nyheter	2014	241	1	 den kinesiske regjeringen har styrket Kinas antispredningskapasitet de siste årene.	den kinesiske regjeringen har strengt sensurert Kinas kjemiske import og eksport i henhold til loven de siste årene.	
tog	hovednyheter	flinke nyheter	2014	242	04.feb	en gruppe som hovedsakelig representerte hvite sørafrikanere kalt afriforum uttalte at de ville organisere protester langs ruten til zimbabwe.	afriforum uttalte at gruppen ville organisere protester langs ruten til zimbabwe.	
tog	hovednyheter	flinke nyheter	2014	243	03.jun	 Putin kunngjorde at cfe-traktaten ikke beskytter Russlands sikkerhetsinteresser.	cfe-traktaten beskytter ikke den russiske føderasjonens sikkerhetsinteresser.	
tog	hovednyheter	flinke nyheter	2014	244	03.apr	 Ahmad kjemper mot utlevering til USA og leverte en formell klage som påsto at britisk politi laget etterretningsrapporter for å implisere Ahmad i terroraktiviteter og vanhelliget Koranen.	Ahmad leverte en formell klage til den uavhengige politiklagekommisjonen med påstand om at britisk politi laget etterretningsrapporter for å implisere Ahmad i terroraktiviteter og vanhelliget Ahmads kopi av den islamske hellige boken Koranen ved å legge koranen på gulvet under en ransaking av Ahmads hjem.	
